formula,expt_form_e,uncertainty,phaseinfo,reference,likely_mpid
ZrAl3,-0.5016,0.0135,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-395
HfAl3,-0.4208,0.0083,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-568718
NbAl3,-0.4198,0.0062,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1842
TaAl3,-0.3099,0.0135,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-869
TiAl3,-0.3793,0.0124,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-542915
Al3V,-0.2881,0.0093,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2554
La21Al79,-0.3887,0.0073,Immm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
Al4W,-0.1461,0.0093,C1m1,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-30336
Co2B,-0.2011,0.0238,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-493
Fe2B,-0.2342,0.028,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1915
Mn2B,-0.3285,0.0207,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-20318
Ni2B,-0.2342,0.0145,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2536
BPt2,-0.2073,0.0207,P6_3/mmc,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1077788
CoB,-0.3607,0.0311,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-20857
FeB,-0.3348,0.0228,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-20787
MnB,-0.371,0.0249,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-8365
BMo,-0.2975,0.0104,,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1890
NiB,-0.2145,0.0114,Cmcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-14019
B13Rh12,-0.3679,0.0104,P6_3/mmc,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
B13Ru12,-0.2301,0.0104,P6_3/mmc,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
B57Ir43,-0.2166,0.0104,C12/c1,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
CrB2,-0.4125,0.0114,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-374
DyB2,-0.313,0.0135,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2057
ErB2,-0.2829,0.0228,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1774
HoB2,-0.2892,0.0155,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2267
LuB2,-0.3089,0.0093,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-11219
MnB2,-0.2187,0.0352,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-585
NbB2,-0.625,0.0155,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-450
ReB2,-0.2228,0.0052,P6_3/mmc,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1773
ScB2,-1.0603,0.0508,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2252
TaB2,-0.5524,0.0207,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1108
TbB2,-0.3545,0.0187,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-965
TmB2,-0.3171,0.0311,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-800
VB2,-0.7328,0.0435,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1491
YB2,-0.37,0.0269,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1542
Gd29B71,-0.4467,0.0145,P121/c1,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
Nd29B71,-0.4032,0.0197,,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
B71Os29,-0.1182,0.0104,P6_3/mmc,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
B71Pd29,-0.2653,0.0093,C12/c1,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
B71W29,-0.1814,0.0114,P6_3/mmc,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
CeB4,-0.5545,0.0155,P4/mbm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1974
LaB4,-0.5255,0.0135,P4/mbm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-7283
NdB4,-0.5524,0.0155,P4/mbm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1632
PrB4,-0.5503,0.0166,P4/mbm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-12569
YB4,-0.5421,0.0187,P4/mbm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-637
La7B43,-0.5928,0.0176,Pm-3m,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
Pr7B43,-0.5317,0.0591,Pm-3m,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
Mn71C29,-0.1036,0.0052,C12/c1,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
Mn7C3,-0.0943,0.0135,P63mc,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-21256
Mo2C,-0.1202,0.0135,Pbcn,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1552
Sc2C,-0.4716,0.0166,Fd-3m,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-29941
Y2C,-0.3296,0.0135,R-3m,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1334
V57C43,-0.4177,0.0124,P63mc,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
CeC2,-0.2633,0.0145,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2839
DyC2,-0.2964,0.0207,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-541840
ErC2,-0.2985,0.0166,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1579
GdC2,-0.257,0.0166,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-12765
HoC2,-0.2964,0.0124,,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1423
LaC2,-0.2819,0.0145,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2367
LuC2,-0.2767,0.0187,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-8371
NdC2,-0.3026,0.0145,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2297
PrC2,-0.3047,0.0166,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1995
SmC2,-0.2664,0.0114,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-12764
TbC2,-0.255,0.0104,I4/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2119
TmC2,-0.3265,0.0259,,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-269
CeSi2,-0.627,0.0207,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1898
CeSi,-0.7369,0.0342,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-21115
Ce5Si3,-0.5472,0.0062,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-570175
Ga3Co,-0.3047,0.0228,P4_2/mnm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-20559
CoSi2,-0.3617,0.0114,Fm-3m,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2379
CoSi,-0.511,0.0135,P213,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-7577
Co2Si,-0.3928,0.0207,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-19905
CrSi2,-0.2674,0.0456,P6222,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-11191
CrSi,-0.3545,0.0166,P213,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-7576
Cr5Si3,-0.3482,0.0104,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-7506
Cr3Ga,-0.1223,0.0187,Pm-3n,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1231
Cr3Si,-0.2819,0.0114,Pm-3n,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-729
Cu3Si,-0.0632,0.0062,,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
DySi2,-0.5659,0.0218,Imma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-12770
DySi,-0.7141,0.0207,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1182
Dy5Si3,-0.6633,0.0218,P6_3/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2836
ErSi2,-0.6488,0.0187,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2145
ErSi,-0.8799,0.0259,Cmcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-378
Er5Si3,-0.7328,0.0321,P6_3/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-31167
Ga3Fe,-0.257,0.0218,P4_2/mnm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-636368
FeSi,-0.4001,0.0187,P213,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-871
GaMo3,-0.172,0.0259,Pm-3n,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2377
GaPd2,-0.6675,0.0207,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1869
Ti2Ga,-0.4042,0.0145,P6_3/mmc,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-30671
Zr2Ga,-0.5535,0.0218,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-569833
Nb5Ga3,-0.2747,0.0176,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-570293
Sc5Ga3,-0.6156,0.0207,P6_3/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-17332
GaNi,-0.4654,0.0197,Pm-3m,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1941
GaPd,-0.7421,0.0238,P213,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1078526
GaRh,-0.7587,0.0238,Pm-3m,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2444
GaRu,-0.3669,0.0238,Pm-3m,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-22320
YGa,-0.74,0.0176,Cmcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-11420
Ga2Ru,-0.4249,0.0166,Fddd,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1072429
YGa2,-0.7058,0.0238,P6/mmm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1914
V29Ga71,-0.172,0.0176,P4/mbm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
Ga3Rh,-0.4654,0.0124,P4_2/mnm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1188977
TmGa3,-0.5027,0.0207,Pm-3m,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1603
GdSi2,-0.6115,0.0218,Imma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-21192
GdSi,-0.7835,0.0238,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-601371
Gd5Si3,-0.7048,0.0238,P6_3/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",
HfSi,-0.7348,0.0207,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1042
Hf3Si2,-0.8291,0.0487,P4/mbm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2105
HoSi2,-0.6022,0.0249,Imma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1077147
HoSi,-0.8385,0.0228,Cmcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-12899
Ho5Si3,-0.7732,0.0218,P6_3/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-13236
SiIr,-0.6675,0.0269,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1128
LaSi2,-0.5887,0.0259,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-2062
LaSi,-0.7659,0.028,Pnma,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1860
La3Si2,-0.6384,0.0166,P4/mbm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-10162
La5Si3,-0.6229,0.0269,I4/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-10961
LuSi,-0.8115,0.0218,Cmcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1001612
Lu5Si3,-0.7027,0.0342,P6_3/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-11908
MnSi,-0.4084,0.0176,P213,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1431
Mn5Si3,-0.3524,0.0124,P6_3/mcm,"Kim, G., Meschel, S., Nash, P. et al. Experimental formation enthalpies for intermetallic phases and other inorganic compounds. Sci Data 4, 170162 (2017). https://doi.org/10.1038/sdata.2017.162",mp-1111
